T,P,rho_L,rho_V,u_L,u_V,h_L,h_V,s_L,s_V
257.340521198961,2031910.542387283,980.4757866091923,53.1270011842859,130241.87668887415,362354.0008110316,132314.2486639278,400600.2879549085,593.866459985329,1636.399668673274
257.59140432166936,2046640.891791137,979.4015264022144,53.533478072613555,130730.5582122706,362368.3079081808,132820.24342984383,400599.3544509636,595.7733638887971,1635.3232344533005
257.8422874443777,2061448.8182121706,978.3248137512084,53.94271569550108,131219.70813112694,362381.89875461545,133326.82919075555,400597.4166727114,597.680333045224,1634.2464841255123
258.093170567086,2076334.572975012,977.2456299604638,54.35473521695601,131709.33003456736,362394.7679510455,133834.01037011336,400594.46784264385,599.5873825133481,1633.1693904618758
258.34405368979435,2091298.4079135435,976.163956099365,54.76955805684992,132199.4275546004,362406.9100326252,134341.79144218983,400590.5011023724,601.4945274923634,1632.0919260292771
258.59493681250274,2106340.575377804,975.0797729980579,55.18720589550336,132690.0043669145,362418.31946779875,134850.17693300275,400585.50951119664,603.4017833247897,1631.0140631849654
258.84581993521107,2121461.328241015,973.9930612430151,55.607700678375274,133181.06419169434,362428.9906571182,135359.1714212609,400579.4860446395,605.3091654994131,1629.9357740718947
259.0967030579194,2136660.919906774,972.9038011724953,56.03106462086076,133672.61079445333,362438.9179320337,135868.77953933005,400572.42359295016,607.2166896542876,1628.8570306139618
259.34758618062773,2151939.60431637,971.811972871897,56.45732021319871,134164.64798688755,362448.09555365716,136379.00597422227,400564.3149595738,609.1243715798112,1627.7778045111459
259.59846930333606,2167297.635956247,970.7175561690009,56.886490225493446,134657.17962774896,362456.51771149714,136889.85546860786,400555.1528595834,611.032227221869,1626.6980672345358
259.84935242604445,2182735.2698656293,969.6205306290987,57.31859771285359,135150.20962373982,362464.17852216255,137401.33282185238,400544.9299180774,612.9402726850542,1625.6177900212494
260.1002355487528,2198252.7616442763,968.5208755500059,57.753666020650634,135643.74193042683,362471.07202803873,137913.4428910755,400533.6386685402,614.8485242359551,1624.5369438692371
260.3511186714611,2213850.367460427,967.4185699569517,58.19171878990223,136137.78055318017,362477.19219593063,138426.19059223772,400521.2715511633,616.756998306536,1623.455499531971
260.60200179416944,2229528.3440588703,966.3135925973496,58.632779962781974,136632.32954813106,362482.53291567403,138939.58090125123,400507.820911128,618.6657114975767,1622.3734275130137
260.85288491687777,2245286.9487691973,965.2059219354351,59.07687378826059,137127.39302315598,362487.0879987145,139453.61885511814,400493.278996847,620.5746805822131,1621.290698060457
261.10376803958616,2261126.4395142114,964.0955361467767,59.52402482788203,137622.97513888244,362490.85117665236,139968.30955309546,400477.63795816473,622.4839225095494,1620.2072811612456
261.3546511622945,2277047.0748184966,962.9824131126497,59.97425796167776,138119.08010972003,362493.81609975157,140483.6581578885,400460.8898445152,624.3934544083634,1619.1231465353553
261.6055342850028,2293049.1138171917,961.8665304142713,60.42759839422508,138615.71220491792,362495.9763354149,140999.66989687496,400443.02660303464,626.3032935909026,1618.0382636298477
261.85641740771115,2309132.816264904,960.7478653268931,60.88407166085142,139112.87574964494,362497.3253666197,141516.35006335512,400424.04007662955,628.2134575567644,1616.952601612778
262.1073005304195,2325298.4425448226,959.6263948137441,61.3437036339906,139610.57512610112,362497.8565903173,142033.70401783637,400403.92200199823,630.1239639968833,1615.8661293669632
262.35818365312787,2341546.2536780164,958.5020955198239,61.80652052969524,140108.81477465338,362497.5633157924,142551.737189349,400382.6640076039,632.0348307976067,1614.7788154836016
262.6090667758362,2357876.5113328947,957.3749437655393,62.27254891430912,140607.59919500008,362496.4387629828,143070.4550767918,400360.25761159736,633.9460760448734,1613.6906282557418
262.8599498985445,2374289.4778349097,956.2449155401772,62.74181571130628,141106.93294736627,362494.47606075596,143589.86325031458,400336.69421969034,635.8577180285004,1612.6015356715902
263.11083302125286,2390785.4161764025,955.1119864952127,63.21434820829963,141606.82065372798,362491.6682451449,144109.96735273383,400311.9651229746,637.7697752465717,1611.5115054076637
263.3617161439612,2407364.5900266827,953.9761319374466,63.69017406422577,142107.26699906838,362488.00825753825,144630.77310098475,400286.06149568886,639.6822664099424,1610.420504821768
263.6125992666696,2424027.2637423044,952.8373268219635,64.16932131671113,142608.27673266514,362483.4889428257,145152.28628760908,400258.9743929272,641.5952104468524,1609.328500945813
263.8634823893779,2440773.702377535,951.6955457449116,64.65181838962418,143109.8546694109,362478.1030474958,145674.51278228153,400230.6947482924,643.5086265076586,1608.2354604784448
264.11436551208624,2457604.1716950773,950.5507629360893,65.13769410082143,143612.00569116988,362471.84321768594,146197.45853337683,400201.21337148873,645.4225339696937,1607.141349777494
264.36524863479457,2474518.938176972,949.4029522513417,65.62697767009095,144114.73474816637,362464.7019971829,146721.12956957397,400170.52094585466,647.336952442243,1606.0461348522447
264.6161317575029,2491518.269035743,948.2520871647565,66.11969872730096,144618.04686041182,362456.67182537075,147245.53200150473,400138.60802582995,649.2519017716509,1604.9497813554974
264.8670148802113,2508602.4322257764,947.0981407606516,66.61588732076011,145121.9471191696,362447.74503512675,147770.67202344516,400105.46503436175,651.16740204657,1603.8522545754424
265.1178980029196,2525771.6964549073,945.9410857253515,67.11557392579498,145626.4406884562,362437.9138506624,148296.55591504896,400071.08226024004,653.0834736033321,1602.753519427317
265.36878112562795,2543026.331196292,944.7808943387427,67.61878945355365,146131.53280658493,362427.1703853076,148823.19004312987,400035.4498553661,655.0001370314769,1601.6535404448578
265.61966424833633,2560366.6067004907,943.6175384656017,68.12556526004036,146637.22878774887,362415.5066392367,149350.58086348913,399998.557831948,656.9174131794163,1600.552281771525
265.8705473710446,2577792.794007794,942.4509895466907,68.6359331553901,147143.53402364772,362402.9144971357,149878.73492279227,399960.3960596246,658.8353231602541,1599.4497071515068
266.121430493753,2595305.1649608696,941.2812185896069,69.14992541339187,147650.45398515693,362389.3857258044,150407.65886049642,399920.95426251093,660.753888357762,1598.345779920481
266.3723136164613,2612903.992217572,940.1081961593868,69.66757478126497,148157.9942240448,362374.91197169846,150937.35941083072,399880.22201616754,662.6731304325203,1597.240462996142
266.62319673916966,2630589.549264126,938.9318923688479,70.18891448970196,148666.16037473286,362359.48475840176,151467.84340482703,399838.1887444862,664.5930713282161,1596.1337188684715
266.87407986187804,2648362.110428518,937.7522768686645,70.7139782631827,149174.95815610865,362343.0954840327,151999.1177724113,399794.84371649486,666.5137332781261,1595.0255095897526
267.1249629845864,2666221.9508941867,936.5693188371696,71.24280033057003,149684.39337338478,362325.7354185783,152531.18954454752,399750.17604307353,668.4351388117663,1593.9157967643182
267.3758461072947,2684169.3467140277,935.3829869698653,71.77541543599787,150194.47192001305,362307.3957011573,153064.065855444,399704.1746735828,670.357310761738,1592.8045415380175
267.62672923000304,2702204.5748246657,934.1932494686482,72.31185885005907,150705.19977964947,362288.0673372056,153597.75394481988,399656.828392398,672.2802722707514,1591.6917045874043
